"","tz_time","month","year","spot_price","GP48_export","GP48_import","GP48_cogen","GP48_wind","GP48_coal","GP48_pumping_con","GP48_cogen_ng","GP48_biomass","GP48_thermosolar","GP48_PV","GP48_CC","GP48_pumping_tur","GP48_nuclear","GP48_hydro_noUGH","GP48_hydro_UGH","GP48_hydro_total","GP48_total","Demand_actual","Demand_scheduled","Demand_forecasted"
"66",2019-06-01,6,2019,47.1935416666667,-1077.56835443038,1819.37694444444,3376.0875,4360.47180555556,598.052083333333,-297.267871485944,3053.87097222222,308.450972222222,1146.36555555556,1715.01842105263,7182.61583333333,168.083612040134,6489.16763888889,552.257361111111,1687.02055555556,2239.27791666667,26278.5730555556,167061.593055556,167102.941666667,167015.269444444
"67",2019-07-01,7,2019,51.4639650537634,-1006.54842681259,1870.22163978495,3322.05336021505,4221.74435483871,899.9375,-251.248734177215,3002.37083333333,350.446639784946,1056.18173207037,1912.57553816047,9485.86720430108,159.560126582278,6896.90309139785,434.021102150538,1704.62540322581,2138.64650537634,28885.9571236559,183710.956989247,183686.225806452,183729.923387097
"68",2019-08-01,8,2019,44.9607661290323,-1454.11061827957,1919.22163978495,3180.06801075269,3666.33051075269,489.754301075269,-343.343220338983,2881.57338709677,350.906048387097,1058.39198895028,1848.8196969697,9560.28037634409,276.701094890511,6832.37862903226,362.77123655914,1313.63924731183,1676.41048387097,27766.8657258065,172290.252688172,172297.524193548,172301.411290323
"69",2019-09-01,9,2019,42.1137222222222,-1866.66091794159,1993.18664812239,3269.79986111111,5266.505,638.462222222222,-526.381512605042,2964.48583333333,335.439861111111,770.2792,1595.24854932302,7686.38402777778,268.471866295265,6939.66402777778,302.039166666667,1399.82694444444,1701.86611111111,27401.9129166667,166871.111111111,166798.408333333,166983.001388889
"70",2019-10-01,10,2019,47.1672080536913,-1536.28389261745,2315.28306451613,3322.10093959732,5028.52563758389,923.755838926175,-542.885714285714,2995.97879194631,331.833020134228,558.882823129252,1511.48108108108,7675.85261744966,353.555722891566,6078.96067114094,374.948590604027,1089.98080536913,1464.92939597315,26023.6797315436,162926.465771812,162707.468456376,162912.680536913
"71",2019-11-01,11,2019,42.1921111111111,-2220.44777777778,1809.95062586926,3434.30055555556,10324.4968055556,782.827083333333,-905.794567901235,3126.94486111111,344.227638888889,230.584382871537,931.792844036697,5459.59430555556,353.67850877193,4775.555,843.3575,2771.83958333333,3615.19708333333,28838.2466666667,173525.744444444,173321.775,173581.036111111
"72",2019-12-01,12,2019,33.8048924731183,-2028.08521505376,2627.42190860215,3134.61021505376,7372.02768817204,679.287899159664,-1415.97775590551,2890.00967741935,304.204569892473,194.135402298851,778.093981481481,3682.45739247312,577.499267399267,5857.3438172043,1022.06545698925,5202.23091397849,6224.29637096774,27617.0302419355,167311.279569892,167175.709677419,167412.931451613
"73",2020-01-01,1,2020,41.1013978494624,-1518.25712365591,3499.82674731183,3300.26478494624,6323.85940860215,1192.01975806452,-1114.57774725275,3091.05188172043,365.427688172043,246.6861575179,1277.65135699374,4425.10793010753,446.778450363196,7097.97768817204,866.019220430108,4212.48481182796,5078.50403225806,28101.4329301075,183125.422043011,183127.056451613,183157.830645161
"74",2020-02-01,2,2020,35.8686925287356,-1204.87988505747,2733.4519536903,3232.30143678161,6051.17083333333,1211.17270114943,-998.089817232376,3067.04554597701,392.433764367816,489.3138671875,1959.86916666667,3449.03836206897,441.765984654731,7007.83347701149,844.85316091954,3311.6408045977,4156.49396551724,27059.8531609195,171990.564655172,171885.49137931,172071.41091954
"75",2020-03-01,3,2020,27.7400269179004,-1638.67469717362,2308.33581081081,3036.19259757739,7548.56567967699,669.949125168237,-1168.72210144928,2809.74912516824,394.631090174966,452.851537070524,1995.33538461538,1844.16043068641,449.442345924453,6962.39461641992,979.532974427995,3262.12880215343,4241.66177658143,26361.6722745626,160260.698519515,160101.682368775,160519.734858681
"76",2020-04-01,4,2020,17.6529583333333,-1932.43013888889,2276.09734636872,2725.60013888889,5023.03583333333,461.218888888889,-1186.90207612457,2441.18,386.836805555556,388.366924564797,1948.22006980803,2279.25986111111,479.835104364326,5691.32888888889,889.263055555556,3103.93652777778,3993.19958333333,22344.2616666667,135496.886111111,135000.791666667,135609.673611111
